verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Dileptus similis;Dileptus similis Foissner, 1995;8111463;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus similis
Dileptus tenuis;Dileptus tenuis Penard, 1922;7614589;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Monomacrocaryon;Monomacrocaryon tenue
Dileptus terrenus;Dileptus terrenus Foissner, 1981;7806743;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Monomacrocaryon;Monomacrocaryon terrenus
Dimacrocaryon amphileptoides;Dimacrocaryon amphileptoides Kahl;8028830;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Dimacrocaryon;Dimacrocaryon amphileptoides
Diospyros;Diospyros L.;3030169;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ebenaceae;Diospyros;
Dittrichia viscosa;Dittrichia viscosa (L.) Greuter;3101184;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Dittrichia;Dittrichia viscosa
Dolichos lablab;Dolichos lablab L.;8436786;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lablab;Lablab purpureus
Drepanomonas dentata;Drepanomonas dentata Fresenius, 1858;8360166;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas dentata
Drepanomonas exigua;Drepanomonas exigua Penard;8279721;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas exigua
Drepanomonas muscicola;Drepanomonas muscicola Foissner, 1987;7470246;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas muscicola
Drepanomonas pauciciliata;Drepanomonas pauciciliata Foissner, 1987;8373930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas pauciciliata
Drepanomonas revoluta;Drepanomonas revoluta Penard, 1922;7542108;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas revoluta
Drepanomonas sphagni;Drepanomonas sphagni Kahl, 1931;7973731;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas sphagni
Dryas octopetala;Dryas octopetala L.;4889932;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Dryas;Dryas octopetala
Dysoxylum decandrum;Dysoxylum decandrum Merr.;3850472;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Dysoxylum;Dysoxylum gaudichaudianum
Elaeis guineensis;Elaeis guineensis Jacq.;2731882;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Elaeis;Elaeis guineensis
Elettaria cardamomum;Elettaria cardamomum Maton;2759871;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Elettaria;Elettaria cardamomum
Elytrigia repens;Elytrigia repens (L.) Nevski;2706649;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Elymus;Elymus repens
Enchelydium piliforme;Enchelydium piliforme (Kahl, 1930) Foissner, 1984;8366186;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelydium;Enchelydium piliforme
Enchelydium polynucleatum;Enchelydium polynucleatum Foissner, 1984;8329652;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys polynucleata
Enchelydium terrenum;Enchelydium terrenum Foissner, 1984;8155005;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys terrenum
Enchelyodon californicus;Enchelyodon californicus Kahl, 1935;7532482;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon californicus
Enchelyodon lagenula;Enchelyodon lagenula (Kahl, 1930) Blatterer & Foissner, 1988;7538952;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon lagenula
Enchelyodon longinucleatus;Enchelyodon longinucleatus Foissner, 1984;7488033;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon longinucleatus
Enchelyodon nodosus;Enchelyodon nodosus Berger, Foissner & Adam, 1984;7467059;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon nodosus
Enchelyodon terrenus;Enchelyodon terrenus Foissner, 1984;8085759;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon terrenus
Enchelyodon tratzi;Enchelyodon tratzi Foissner, 1987;7577149;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon tratzi
Enchelyomorpha vermicularis;Enchelyomorpha vermicularis (Smith, 1899) Kahl, 1930;8087936;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Enchelyomorphidae;Enchelyomorpha;Enchelyomorpha vermicularis
Enchelyotricha binucleata;Enchelyotricha binucleata Foissner, 1987;8021104;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyotricha;Enchelyotricha binucleata
Enchelys multinucleata;Enchelys multinucleata (Dragesco & Dragesco-Kernéis, 1979) Berger, Foissner & Adam, 1984;7511333;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys multinucleata
Enchelys terricola;Enchelys terricola Foissner, 1987;7821133;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys terricola
Enchelys vermiformis;Enchelys vermiformis Foissner, 1987;7498425;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys vermiformis
Endomyxa;Endomyxa Serbinov, 1916;4920651;EXACT;92;DOUBTFUL;GENUS;Protozoa;;;;;Endomyxa;
Engelmanniella mobilis;Engelmanniella mobilis (Engelmann, 1862) Foissner, 1982;7582540;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae;Engelmanniella;Engelmanniella mobilis
Enterolobium cyclocarpum;Enterolobium cyclocarpum (Jacq.) Griseb.;2961150;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Enterolobium;Enterolobium cyclocarpum
Epispathidium amphoriforme;Epispathidium amphoriforme (Greeff, 1888) Foissner, 1984;8233239;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium amphoriforme
Epispathidium ascendens;Epispathidium ascendens (Wenzel, 1955) Foissner, 1987;7900557;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium ascendens
Epispathidium papilliferum;Epispathidium papilliferum (Kahl, 1930) Foissner, 1984;8173937;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium papilliferum
Epispathidium regium;Epispathidium regium Foissner, 1984;7633577;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium regium
Epistylis alpestris;Epistylis alpestris Foissner, 1978;7549311;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Epistylididae;Epistylis;Epistylis alpestris
Erniella filiformis;Erniella filiformis Foissner, 1987;8330241;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;;;;Erniella;Erniella filiformis
Eschaneustyla brachytona;Eschaneustyla brachytona Stokes, 1886;7458170;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Epiclintidae;Eschaneustyla;Eschaneustyla brachytona
Euonymus alatus;Euonymus alatus (Thunb.) Siebold;3169120;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Euonymus;Euonymus alatus
Euphorbia cyparissias;Euphorbia cyparissias L.;3070106;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia cyparissias
Euphorbia pulcherrima;Euphorbia pulcherrima Willd. ex Klotzsch;3066465;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia pulcherrima
Euphorbiaceae;Euphorbiaceae;4691;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;;
Euplotes corsica;Euplotes corsica Berger & Foissner, 1989;7459106;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes corsica
Euplotes finki;Euplotes finki Foissner, 1982;7744469;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Gastrocirrhidae;Euplotopsis;Euplotopsis finki
Euplotes labiatus;Euplotes labiatus Ruinen, 1938;9808526;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Gastrocirrhidae;Euplotopsis;Euplotopsis labiata
Euplotes muscicola;Euplotes muscicola Kahl;7529940;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes muscicola
Euplotes terricola;Euplotes terricola Penard, 1922;7542921;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes terricola
Ferula;Ferula L.;3034682;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Ferula;
Festuca nigrescens;Festuca nigrescens Lam.;4119612;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Festuca;Festuca nigrescens
Foeniculum;Foeniculum Mill.;3034921;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Foeniculum;
Fragaria;Fragaria L.;3029779;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria;
Fragaria ananassa;Fragaria ananassa (Weston) Duchesne ex Rozier;3029912;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria;Fragaria ananassa
Fraxinus excelsior;Fraxinus excelsior L.;3172358;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;Fraxinus excelsior
Freesia;Freesia Eckl. ex Klatt;2747044;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Asparagales;Iridaceae;Freesia;
Frontonia depressa;Frontonia depressa (Stokes, 1886) Kahl, 1931;8166778;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae;Frontonia;Frontonia depressa
Frontonia solea;Frontonia solea Foissner, 1987;8290778;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae;Frontonia;Frontonia solea
Frontonia terricola;Frontonia terricola Foissner, 1987;8302110;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae;Frontonia;Frontonia terricola
Funaria hygrometrica;Funaria hygrometrica Hedwig, 1801;5281229;EXACT;98;ACCEPTED;SPECIES;Plantae;Bryophyta;Bryopsida;Funariales;Funariaceae;Funaria;Funaria hygrometrica
Furgasonia trichocystis;Furgasonia trichocystis (Stokes, 1894) Jankowski, 1964;8423614;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Furgasoniidae;Furgasonia;Furgasonia theresae
Fuscheria lacustris;Fuscheria lacustris Song & Wilbert, 1989;8391563;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;Fuscheria lacustris
Fuscheria nodosa;Fuscheria nodosa Foissner;7513833;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;Fuscheria nodosa
Fuscheria terricola;Fuscheria terricola Berger, Foissner & Adam, 1983;8188416;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;Fuscheria terricola
Galinsoga parviflora;Galinsoga parviflora Cav.;3132570;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Galinsoga;Galinsoga parviflora
Galium mollugo;Galium mollugo L.;9039392;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium mollugo
Galium physocarpum;Galium physocarpum Ledeb.;2913321;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium rubioides
Galium uliginosum;Galium uliginosum L.;2913556;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium uliginosum
Gastronauta derouxi;Gastronauta derouxi Blatterer & Foissner, 1992;7431306;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Chilodonellida;Gastronautidae;Gastronauta;Gastronauta derouxi
Gastronauta membranaceus;Gastronauta membranaceus Engelmann, 1889;8254475;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Chilodonellida;Gastronautidae;Gastronauta;Gastronauta membranaceus
Gastrostyla dorsicirrata;Gastrostyla dorsicirrata Foissner, 1982;7949381;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla dorsicirrata
Gastrostyla minima;Gastrostyla minima Hemberger, 1985;8071411;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla mystacea
Gastrostyla muscorum;Gastrostyla muscorum Kahl, 1932;7436272;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla muscorum
Gastrostyla steinii;Gastrostyla steinii Engelmann, 1862;8259839;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla steinii
Geophilidae;Geophilidae;4080;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Chilopoda;Geophilomorpha;Geophilidae;;
Gerbera;Gerbera L.;7466389;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Gerbera;
Gerbera jamesonii;Gerbera jamesonii Bolus;8409932;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Gerbera;Gerbera jamesonii
Glaucoma gigantea;Glaucoma gigantea Grandori & Grandori, 1934;7436182;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Glaucomidae;Glaucoma;Glaucoma gigantea
Glycine max;Glycine max (L.) Merr.;5359660;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Glycine;Glycine max
Gonostomum affine;Gonostomum affine (Stein, 1859) Sterki, 1878;8367055;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum affine
Gonostomum kuehnelti;Gonostomum kuehnelti Foissner, 1987;7846057;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum kuehnelti
Gonostomum strenua;Gonostomum strenua Engelmann, 1862;8118053;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum strenuum
Gossypium;Gossypium L.;3152652;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Gossypium;
Granofilosea;Granofilosea;9760148;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Granofilosea;;;;
Grossglockneria acuta;Grossglockneria acuta Foissner, 1980;7614723;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Grossglockneria;Grossglockneria acuta
Grossglockneria hyalina;Grossglockneria hyalina Foissner, 1985;8408153;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Grossglockneria;Grossglockneria hyalina
Gypsophila;Gypsophila L.;3085251;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Gypsophila;
Halocnemum strobilaceum;Halocnemum strobilaceum M.Bieb.;3760350;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Halocnemum;Halocnemum strobilaceum
Halterioforma caudata;Halterioforma caudata Horváth, 1956;7784583;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligotrichea;Halteriida;Halteriidae;Halterioforma;Halterioforma caudata
Haplocaulus terrenus;Haplocaulus terrenus Foissner, 1981;7350316;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vorticellidae;Haplocaulus;Haplocaulus terrenus
Hastatella radians;Hastatella radians Erlanger, 1890;7553903;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Hastatellidae;Hastatella;Hastatella radians
Hausmanniella discoidea;Hausmanniella discoidea (Gellert, 1956) Foissner, 1984;8078110;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Hausmanniella;Hausmanniella discoidea
Hausmanniella patella;Hausmanniella patella (Kahl, 1931) Foissner, 1984;7737031;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Hausmanniella;Hausmanniella patella
Hausmanniella quinquecirrata;Hausmanniella quinquecirrata Gellert, 1955;8253072;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Hausmanniella;Hausmanniella quinquecirrata
Hedera helix;Hedera helix L.;8351737;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Araliaceae;Hedera;Hedera helix
Helosciadium nodiflorum;Helosciadium nodiflorum W.D.J.Koch;3631293;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Helosciadium;Helosciadium nodiflorum
Hemiamphisiella granulifera;Hemiamphisiella granulifera (Foissner, 1987) Foissner, 1988;8256548;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella granulifera
Hemiamphisiella quadrinucleata;Hemiamphisiella quadrinucleata (Foissner, 1984) Foissner, 1988;8227189;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella quadrinucleata
Hemiamphisiella wilberti;Hemiamphisiella wilberti (Foissner, 1982) Foissner, 1988;7981508;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella wilberti
Hemisincirra gellerti;Hemisincirra gellerti (Foissner, 1982) Foissner, 2001;8311170;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra gellerti
Hemisincirra gracilis;Hemisincirra gracilis (Foissner, 1982) Foissner, 1984;7479147;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha gracilis
Hemisincirra inquieta;Hemisincirra inquieta Hemberger, 1985;7355433;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra inquieta
Hemisincirra kahli;Hemisincirra kahli (Buitkamp, 1977) Hemberger, 1984;7399328;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra buitkampi
Hemisincirra muelleri;Hemisincirra muelleri Foissner, 1986;7611475;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Vermioxytricha;Vermioxytricha muelleri
Hemisincirra pori;Hemisincirra pori (Wilbert & Kahan, 1986) Foissner, 1987;8274582;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Lamtostylides;Lamtostylides pori
Hemisincirra similis;Hemisincirra similis (Foissner, 1982) Berger, 2008;7403734;EXACT;97;SYNONYM;SPECIES;Chromista;Ciliophora;;;;Hemiurosoma;Hemiurosoma similis
Hemisincirra wenzeli;Hemisincirra wenzeli Foissner, 1987;7515415;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra wenzeli
Heracleum austriacum;Heracleum austriacum L.;8181004;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Heracleum;Heracleum austriacum
Heracleum sphondylium;Heracleum sphondylium L.;3034830;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Heracleum;Heracleum sphondylium
Holosticha adami;Holosticha adami Foissner, 1982;7933468;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha adami
Holosticha australis;Holosticha australis Blatterer & Foissner, 1988;8287515;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha australis
Holosticha bergeri;Holosticha bergeri Foissner, 1987;7770058;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha bergeri
Holosticha distyla;Holosticha distyla Buitkamp, 1977;7876308;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha distyla
Holosticha islandica;Holosticha islandica Berger & Foissner, 1989;8028953;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha islandica
Holosticha manca;Holosticha manca Kahl, 1932;7406837;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha manca
Holosticha monilata;Holosticha monilata Kahl, 1928;7918817;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha monilata
Holosticha multistilata;Holosticha multistilata Kahl, 1928;7879294;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha multistilata
Holosticha muscicola;Holosticha muscicola Gellert, 1956;7832910;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha muscicola
Holosticha muscorum;Holosticha muscorum Kahl, 1932;7434181;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha muscorum
Holosticha sigmoidea;Holosticha sigmoidea Foissner, 1982;7979862;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha sigmoidea
Holosticha stueberi;Holosticha stueberi Foissner, 1987;7858582;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha stueberi
Holosticha sylvatica;Holosticha sylvatica Foissner, 1982;7861564;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha sylvatica
Holosticha tetracirrata;Holosticha tetracirrata Buitkamp & Wilbert, 1974;7787475;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha tetracirrata
Holostichides chardezi;Holostichides chardezi Foissner, 1987;7922505;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holostichides;Holostichides chardezi
