"occurrenceId";"verbatimScientificName";"scientificName";"key";"matchType";"confidence";"status";"rank";"kingdom";"phylum";"class";"order";"family";"genus";"species"
NA;"Roseiarcaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Roseiflexaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Rubrobacteria";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Silicofilosea";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Solibacteraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Solibacterales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Solibacteres";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Spartobacteria";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Sporadotrichida";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Streptomycetales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Streptophyta";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Streptosporangiales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Symphypleona";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Tectofilosida";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Tepidisphaeraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Tepidisphaerales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Thermoleophilia";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Turbellaria";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"uncultured Acidobacterium UA3";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Vermamoeba";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Vermamoeba vermiformis";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Vulgatibacteraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Zoopagomycota";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Zygnemophyceae";NA;6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Cenarchaeales";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Diplosoma";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Eudubosquellidae";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Methanomassiliicoccaceae";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Methanomassiliicoccales";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Micropepsaceae";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Micropepsales";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Nitrosopumilales";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Nitrososphaeraceae";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Nitrososphaerales";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Nitrososphaeria";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Sphenoderiidae";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Thaumarchaeota";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Thecofilosida";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Anaerolineae";"Anaerolineae";298;"EXACT";83;"ACCEPTED";"CLASS";"Bacteria";"Chloroflexi";"Anaerolineae";"";"";"";""
NA;"Bacillus";"Bacillus Cohn, 1872";3227637;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus";""
NA;"Bacteria";"Bacteria";3;"EXACT";96;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Buchholzia";"Buchholzia Michaelsen, 1886";2308273;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Buchholzia";""
NA;"Caldilineae";"Caldilineae";299;"EXACT";83;"ACCEPTED";"CLASS";"Bacteria";"Chloroflexi";"Caldilineae";"";"";"";""
NA;"Campanella";"Campanella Henn.";2512830;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Campanella";""
NA;"Chondromyces";"Chondromyces Berk. & M.A.Curtis";3220588;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";"Chondromyces";""
NA;"Ciliophora";"Ciliophora";7765738;"EXACT";96;"ACCEPTED";"PHYLUM";"Chromista";"Ciliophora";"";"";"";"";""
NA;"Coccomyxa";"Coccomyxa Schmidle, 1901";2642071;"EXACT";96;"ACCEPTED";"GENUS";"Plantae";"Chlorophyta";"Chlorophyceae";"Chlamydomonadales";"Coccomyxaceae";"Coccomyxa";""
NA;"Cryptococcus";"Cryptococcus Kützing, 1833";2518146;"EXACT";95;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Tremellaceae";"Cryptococcus";""
NA;"Dehalococcoides";"Dehalococcoides";6533843;"EXACT";95;"ACCEPTED";"FAMILY";"Bacteria";"Chloroflexi";"Dehalococcoidetes";"";"Dehalococcoides";"";""
NA;"Ephemera";"Ephemera Linnaeus, 1758";1407107;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"Ephemeridae";"Ephemera";""
NA;"Frankia";"Frankia Brunchorst, 1886";3225653;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Actinobacteria";"";"Actinomycetales";"Frankiaceae";"Frankia";""
NA;"Fridericia";"Fridericia Michaelsen, 1889";2308358;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Fridericia";""
NA;"Fridericia sp";"Fridericia Michaelsen, 1889";2308358;"EXACT";80;"ACCEPTED";"GENUS";"Animalia";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Fridericia";""
NA;"Funaria";"Funaria";2282796;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Nematoda";"Adenophorea";"Dorylaimida";"Leptonchidae";"Funaria";""
NA;"Genea";"Genea (Dumort.) Dumort.";3232782;"EXACT";96;"SYNONYM";"GENUS";"Plantae";"Tracheophyta";"Liliopsida";"Poales";"Poaceae";"Bromus";""
NA;"Gonostomum";"Gonostomum";8289527;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Hypotrichea";"Oxytrichida";"Oxytrichidae";"Gonostomum";""
NA;"Heterococcus";"Heterococcus Chodat, 1908";3200939;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Xanthophyceae";"Tribonematales";"Heteropediaceae";"Heterococcus";""
NA;"Heteromita";"Heteromita";4896482;"EXACT";94;"DOUBTFUL";"GENUS";"Chromista";"Cercozoa";"Sarcomonadea";"Cercomonadida";"Heteromitidae";"Heteromita";""
NA;"Isotoma";"Isotoma Bourlet, 1839";2120091;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Isotoma";""
NA;"Lacrymaria";"Lacrymaria Ehrenberg, 1830";7237887;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Gymnostomatea";"Spathidiida";"Lacrymariidae";"Lacrymaria";""
NA;"Meira";"Meira Jacquelin du Val, 1853";1240769;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Meira";""
NA;"Microcoleus";"Microcoleus Desmazières ex Gomont, 1892";3218437;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Cyanobacteria";"Cyanophyceae";"Nostocales";"Oscillatoriaceae";"Microcoleus";""
NA;"Microcoleus vaginatus";"Microcoleus vaginatus (Vaucher) Gomont";5426932;"EXACT";100;"ACCEPTED";"SPECIES";"Bacteria";"Cyanobacteria";"Cyanophyceae";"Nostocales";"Oscillatoriaceae";"Microcoleus";"Microcoleus vaginatus"
NA;"Monocystis";"Monocystis Ehrenberg, 1854";8324907;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";"Foraminifera";"";"";"";"Monocystis";""
NA;"Moorella";"Moorella, 1994";6562811;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Firmicutes";"Clostridia";"Thermoanaerobacterales";"Thermoanaerobacteraceae";"Moorella";""
NA;"Nitzschia";"Nitzschia A.H.Hassall, 1845";2628185;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Nitzschia";""
NA;"Pandora";"Pandora Humber";2559747;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Zygomycota";"Entomophthoromycetes";"Entomophthorales";"Entomophthoraceae";"Pandora";""
NA;"Paulinella";"Paulinella Lauterborn, 1895";3212296;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Cercozoa";"Imbricatea";"Euglyphida";"Paulinellideae";"Paulinella";""
NA;"Peregrinia";"Peregrinia Cavalier-Smith, 2011";8365682;"EXACT";94;"DOUBTFUL";"GENUS";"Chromista";"Cercozoa";"Imbricatea";"Thaumatomonadida";"Peregriniidae";"Peregrinia";""
NA;"Phialina";"Phialina Bory de St.Vincent, 1824";7717371;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Gymnostomatea";"Spathidiida";"Trachelophyllidae";"Phialina";""
NA;"Polyangium";"Polyangium Link";3220602;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";"Polyangium";""
NA;"Polydesmus";"Polydesmus Latreille, 1802";1014641;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Diplopoda";"Polydesmida";"Polydesmidae";"Polydesmus";""
NA;"Preussia";"Preussia Fuckel";6587163;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";""
NA;"Protaspis";"Protaspis";8332724;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";"Myzozoa";"Dinophyceae";"Desmomastigales";"Protaspidaceae";"Protaspis";""
NA;"Rhizophagus";"Rhizophagus Herbst, 1793";1042814;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Monotomidae";"Rhizophagus";""
NA;"Rhodobium";"Rhodobium Hille Ris Lambers, 1947";2071998;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Rhodobium";""
NA;"Rhodococcus";"Rhodococcus Zopf";3224437;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Actinobacteria";"";"Actinomycetales";"Nocardiaceae";"Rhodococcus";""
NA;"Serpula";"Serpula (Pers.) Gray";2521517;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Serpulaceae";"Serpula";""
NA;"Stellaria";"Stellaria L.";3085667;"EXACT";95;"ACCEPTED";"GENUS";"Plantae";"Tracheophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Stellaria";""
NA;"Stephensia";"Stephensia Tul. & C.Tul.";7982892;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Stephensia";""
NA;"Stigmatella";"Stigmatella Berk. & M.A.Curtis";7675782;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Cystobacteraceae";"Stigmatella";""
NA;"Stylaria";"Stylaria Hooker";8168021;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Bacillariophyceae";"";"";"Stylaria";""
NA;"Synchytrium";"Synchytrium de Bary & Woronin";2593015;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Synchytriaceae";"Synchytrium";""
NA;"Syntrophus";"Syntrophus, 1984";3220393;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Syntrophobacterales";"Syntrophaceae";"Syntrophus";""
NA;"Tetrahymena";"Tetrahymena";7897345;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Oligohymenophorea";"Hymenostomatida";"Tetrahymenidae";"Tetrahymena";""
NA;"Trifolium";"Trifolium L.";2973363;"EXACT";95;"ACCEPTED";"GENUS";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Trifolium";""
NA;"Trinema";"Trinema Dujardin, 1841";6320394;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Cercozoa";"Imbricatea";"Euglyphida";"Trinematidae";"Trinema";""
NA;"Trypanosoma";"Trypanosoma";3208283;"EXACT";96;"ACCEPTED";"GENUS";"Protozoa";"Euglenozoa";"Kinetoplastea";"Trypanosomatida";"Trypanosomatidae";"Trypanosoma";""
NA;"Tuber";"Tuber P.Micheli ex F.H.Wigg.";8282501;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"Tuber";""
NA;"Chromadorea";"Chromadora Bastian, 1865";2280660;"FUZZY";85;"ACCEPTED";"GENUS";"Animalia";"Nematoda";"Adenophorea";"Desmodorida";"Chromadoridae";"Chromadora";""
NA;"Enoplea";"Enopla";249;"FUZZY";85;"ACCEPTED";"CLASS";"Animalia";"Nemertea";"Enopla";"";"";"";""
NA;"Enterogona";"Enterogonia Haswell, 1907";4859819;"FUZZY";85;"ACCEPTED";"GENUS";"Animalia";"Platyhelminthes";"Rhabditophora";"Polycladida";"Ilyplanidae";"Enterogonia";""
NA;"Hirudinida";"Hirudinidae";3560;"FUZZY";85;"ACCEPTED";"FAMILY";"Animalia";"Annelida";"Clitellata";"Arhynchobdellida";"Hirudinidae";"";""
NA;"Isolaimida";"Isolaimidae";4555623;"FUZZY";85;"ACCEPTED";"FAMILY";"Animalia";"Nematoda";"Adenophorea";"Mermithida";"Isolaimidae";"";""
NA;"Mucoromycotes";"Mucoromycetes";9796761;"FUZZY";85;"ACCEPTED";"CLASS";"Fungi";"Zygomycota";"Mucoromycetes";"";"";"";""
NA;"Oribatida";"Oribatidae";4653212;"FUZZY";85;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Arachnida";"";"Oribatidae";"";""
NA;"Protaspis obliqua";"Protaspa obliqua (J.Larsen & D.J.Patterson)";8940667;"FUZZY";80;"ACCEPTED";"SPECIES";"Chromista";"Cercozoa";"Thecofilosea";"Cryomonadida";"Protaspidae";"Protaspa";"Protaspa obliqua"
NA;"Protosteliida";"Protosteliidae";4920991;"FUZZY";84;"SYNONYM";"FAMILY";"Protozoa";"Mycetozoa";"Protosteliomycetes";"Protosteliales";"Protosteliaceae";"";""
NA;"Thecamoebida";"Thecamoebidae";2166;"FUZZY";85;"ACCEPTED";"FAMILY";"Protozoa";"Amoebozoa";"Lobosa";"Amoebida";"Thecamoebidae";"";""
NA;"Vampyrellida";"Vampyrellidea";9818075;"FUZZY";85;"ACCEPTED";"CLASS";"Chromista";"Cercozoa";"Vampyrellidea";"";"";"";""
NA;"Acidiferrobacteraceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Acidiferrobacterales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Acidimicrobiia";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Acidothermales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Actinobacteria";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Anaeromyxobacteraceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Apusozoa";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Bacteroidetes Order II. Incertae sedis";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Koribacter";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Koribacter versatilis";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Microthrix";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Nephrothrix";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Nitrosocosmicus";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Solibacter";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Solibacter usitatus";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Catenulisporales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Cellvibrionaceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Cellvibrionales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Centrohelea";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Chitinophagales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacter";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacter flavus";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacteraceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacterales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Corynebacteriales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Crocinitomicaceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Cupressales";"Plantae";6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Dechlorospirillum";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dehalococcoidaceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dehalococcoidales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dehalococcoidia";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dicots";"Plantae";6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Diplura";"Animalia";1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Ecdysozoa";"Animalia";1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Echinamoeba";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Echinamoeba exundans";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Elusimicrobia";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Endeostigmata";"Animalia";1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Entomobryomorpha";"Animalia";1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Euamoebida";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"flagellata";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Frankiales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Gemmataceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Gemmatimonadetes";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Geodermatophilales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Glaucocystophyceae";"Plantae";6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Gregarinasina";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Heterococcus caespitosus";"Heterococcus Chodat, 1908";3200939;"HIGHERRANK";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Xanthophyceae";"Tribonematales";"Heteropediaceae";"Heterococcus";""
NA;"Hymenobacteraceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Hyphochytriomycetes";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Ichthyophonida";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Isosphaeraceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Kangiellaceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Kineosporiales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Labyrinthulales";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Labyrinthulomycetes";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Leptophryidae";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Longamoebia";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Micrococcales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Micromonosporales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Microthrixaceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Monocots";"Plantae";6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Monocystis agilis";"Monocystis Ehrenberg, 1854";8324907;"HIGHERRANK";95;"ACCEPTED";"GENUS";"Chromista";"Foraminifera";"";"";"";"Monocystis";""
NA;"Monogononta";"Animalia";1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Myxogastria";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Myxomycota";"Protozoa";7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"nakamurella";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nakamurellaceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nakamurellales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nannochloris";"Plantae";6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"nannocystaceae";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nannocystis";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nassulida";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"nassulidae";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"naviculaceae";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"naviculales";"Chromista";4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Neelipleona";"Animalia";1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Nevskiales";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Nitrospira";"Bacteria";3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
